datetime,text,cleaned_text,sentiment,sentiment_value
2021-06-06 07:18:00+00:00,In financial year 2021 total income tax collection 4.69 lakh Cr  Corporate tax collection 4.57 lakh Cr so after 21 years income tax collection is more than corporate tax despite the fact that increase in corporate income is highest in last 6 years . #PrivatisationGoback,financial year total income tax collection lakh cr corporate tax collection lakh cr years income tax collection corporate tax despite fact increase corporate income highest last years,Negative,-0.2411
2021-06-06 08:16:00+00:00,Sponsor?? Seriously? Are you that naive or just a hypocrite and jaychand? Please read about how much aid and subsidies does Muslims get in india? And No government support or encourage lynching of either side but its people like you who see the difference between lynching.,sponsor seriously naive hypocrite jaychand please read much aid subsidies muslims get india government support encourage lynching either side people like see difference lynching,Positive,0.7906
2021-06-06 09:16:00+00:00,Phelay kon pochta thaa sources of income? Kisi nay samaa news kay sources income and tax paid last year pocha?,phelay kon pochta thaa sources income kisi nay samaa news kay sources income tax paid last year pocha,Neutral,0.0
2021-06-06 11:38:00+00:00,"Dear Income Tax department, something seems to have gone very wrong with my mother's Tax refund. This has been pending for over a month. I know these are unprecedented times, so an update, at least, would help. My mother certainly deserves it.",dear income tax department something seems gone wrong mothers tax refund pending month know unprecedented times update least would help mother certainly deserves,Positive,0.5574
2021-06-06 11:42:00+00:00,"How foolish. Can kejriwal be trusted. In the name of home delivery ,the ration of poor people will be diverted to AAP's godown for blackmarketing. A person who spends 900 Cr income tax payers money on his branding can do any scam.",foolish kejriwal trusted name home delivery ration poor people diverted aaps godown blackmarketing person spends cr income tax payers money branding scam,Negative,-0.7003
2021-06-06 13:42:00+00:00,988 pages instructions for filing income-tax returns. #Easeofdoingbusiness,pages instructions filing incometax returns,Neutral,0.0
2021-06-06 13:43:00+00:00,Yes Sir  In Population of 140 Cr only 1.46 Cr are Direct Tax payer only 1%..Rest are depending on subsidies.   Now Govt. focusing On indirect Tax Collection. Taxes on Petrol and diesel is the Easiest way of Tax collection and Both Central and State Govt are using this formula.,yes sir population cr cr direct tax payer rest depending subsidies govt focusing indirect tax collection taxes petrol diesel easiest way tax collection central state govt using formula,Positive,0.6705
2021-06-06 14:56:00+00:00,Wow  @ptrmadurai 😍🥰🥰.. Happy to see you flourishing highly beyond our state. I am one of  your well wisher & I want you to prosper more. Be healthy to serve as Finance Minister. Eagerly waiting for the State Budget..,wow 😍🥰🥰 happy see flourishing highly beyond state one well wisher want prosper healthy serve finance minister eagerly waiting state budget,Positive,0.9859
2021-06-06 16:18:00+00:00,Best wishes to  The Income Tax Department  for the launch of its new e-filing portal incometax.gov.in on 7th June 2021 @IncomeTaxIndia,best wishes income tax department launch new efiling portal incometaxgovin th june,Positive,0.7003
2021-06-06 17:10:00+00:00,Income tax return filing for assessment year 2021-22 is starting from tomorrow 07/06/2021. @IncomeTaxIndia @AmitEPF,income tax return filing assessment year starting tomorrow,Neutral,0.0
2021-06-06 17:22:00+00:00,@nsitharaman Request you to pls announce rebate for vaccine taken by families in the income tax for those who have paid for it.. @narendramodi @ianuragthakur,request pls announce rebate vaccine taken families income tax paid,Positive,0.0772
2021-06-06 17:43:00+00:00,"New e-filing portal incometax.gov.in on 7th June, 2021 #incometax",new efiling portal incometaxgovin th june,Neutral,0.0
2021-06-06 19:21:00+00:00,"I got my frist jab of Pfizer in KSA, vaccination is free  * There isn't any picture of the ruler on my certificate   * I'm not a citizen of KSA, Resident from India   * I don't pay any income tax   * Just reminding you the dose is free  * No racism between Citizens and residents",got frist jab pfizer ksa vaccination free isnt picture ruler certificate im citizen ksa resident india dont pay income tax reminding dose free racism citizens residents,Positive,0.4207
2021-06-07 00:59:00+00:00,Most people file their ITRs during this time of the year but do you know that e-filing has a completely new dimension now?  Stay tuned. Full story up soon!👍  #itr #newitrrules #newportal #staytuned #Houzag #houzaginfraservices #realestate #incometax #realtor #realestateinvesting,people file itrs time year know efiling completely new dimension stay tuned full story soon👍,Neutral,0.0
2021-06-07 01:57:00+00:00,Calculating income tax with Aaron finch 😂😂😂,calculating income tax aaron finch 😂😂😂,Positive,0.8271
2021-06-07 02:35:00+00:00,Today is June 7th and waiting for new IT filing website. As usual not working 😔 #incometaxportal #incometax #incometaxindia,today june th waiting new filing website usual working 😔,Positive,0.0772
2021-06-07 03:15:00+00:00,And the new portal again showing loading loading loading and then no response good all should suffer now even who are filing without help of consultant and gst and income tax website at same level @FinMinIndia @nsitharaman @abhishekrajaram,new portal showing loading loading loading response good suffer even filing without help consultant gst income tax website level,Negative,-0.4325
2021-06-07 03:17:00+00:00,"Several times I have mentioned that in Income Tax Department only one Union is representing, but in your side everyone is President, Secretary. When U r not United how it's possible",several times mentioned income tax department one union representing side everyone president secretary u r united possible,Positive,0.4215
2021-06-07 03:23:00+00:00,Seasonality is due to external factors nothing do with growth rate of companies. In pharma seasonality is either due to disease seasonality or institutional buying patterns based on budget cycles. QoQ comparison hold true only for IT start-ups etc who are gaining new customers.,seasonality due external factors nothing growth rate companies pharma seasonality either due disease seasonality institutional buying patterns based budget cycles qoq comparison hold true startups etc gaining new customers,Positive,0.5293
2021-06-07 03:26:00+00:00,"@KTRTRS Sir, what if we as a Incometax payers donate 25 vaccines per tax payer and get tax exemption in incometax ? I feel many will come forward.",sir incometax payers donate vaccines per tax payer get tax exemption incometax feel many come forward,Neutral,0.0
2021-06-07 03:30:00+00:00,Biden's budget. -- That's why general opinion is that defence expenditure  is a non-productive spending. https://www.thenews.com.pk/print/845587-biden-s-budget,bidens budget thats general opinion defence expenditure nonproductive spending,Positive,0.1027
2021-06-07 03:33:00+00:00,"Office in IT Park in Budget Realty Group, #Pune #OfficeSpace #ForRent #Baner #Commercial #Property prpt.in/P1297576",office park budget realty group prptinp,Neutral,0.0
2021-06-07 03:35:00+00:00,Sir right now it is showing on the website. !!!  Now how much wait ? #incometax #incometaxportal #incometaxindia #IncomeTaxReturn,sir right showing website much wait,Neutral,0.0
2021-06-07 03:46:00+00:00,When they are going to launch new site? Does anyone know?   #incometax @IncomeTaxIndia,going launch new site anyone know,Neutral,0.0
2021-06-07 03:47:00+00:00,Imran plans to reward PTI MPs with billions of rupees in budget: Bilawal -- So we need a constitutional amendment to check this spend-thrifting. https://www.thenews.com.pk/print/845834-imran-plans-to-reward-pti-mps-with-billions-of-rupees-in-budget-bilawal,imran plans reward pti mps billions rupees budget bilawal need constitutional amendment check spendthrifting,Positive,0.5719
2021-06-07 03:56:00+00:00,"Income Tax return E-filing was very easy, lightweight & hassle-free during the first decade of the 21st Century (2006 to 2010). Gradually Govt made it terribly tough & lengthy. Public memory is very short. And now they launched new IT portal claiming ease. Should we thank them.?",income tax return efiling easy lightweight hasslefree first decade st century gradually govt made terribly tough lengthy public memory short launched new portal claiming ease thank,Positive,0.5106
2021-06-07 03:57:00+00:00,#HealthForAll Increase in budget for health and wellness,increase budget health wellness,Positive,0.6369
2021-06-07 04:28:00+00:00,I got my 2 does of #Moderna  in Qatar Vaccination FREE 1.There isn't any picture of ruler on my certificate 2.I am not a citizen of Qatar just a resident (Indian an expat) 3 I don't pay any income tax 4 just reminding you the dose is FREE Matter of Just and Honest Good governance,got qatar vaccination free isnt picture ruler certificate citizen qatar resident indian expat dont pay income tax reminding dose free matter honest good governance,Positive,0.9216
2021-06-07 04:31:00+00:00,How to attract PPC traffic that converts: ✔️ Create a smart paid traffic roadmap ✔️ Plan your budget wisely ✔️ Create a winning ad copy ✔️ Launch an effective landing page ✔️ Utilize all the platforms ✔️ Introduce automation Learn more 👉 https://bit.ly/3hmv9uD.,attract ppc traffic converts ✔️ create smart paid traffic roadmap ✔️ plan budget wisely ✔️ create winning ad copy ✔️ launch effective landing page ✔️ utilize platforms ✔️ introduce automation learn 👉,Positive,0.9493
